ID    A_wt_tpm    A_ko_tpm    R_wt_tpm    R_ko_tpm    p.value    log2FC_A_ko_vs_wt    log2FC_R_ko_vs_wt
Mir6715    Mir6715    3.92    1.07    0    0    1    -1.87226316176633    0
Mir672    Mir672    1.3    0.49    0    0    1    -1.4058260324031    0
Mir673    Mir673    2.16    0.88    0.18162578    0    0.373901    -1.29448514793909    -7.51274662460899
Mir674    Mir674    2.91    9.57    0.968004402    1.601764135    0.681218    1.7171548292078    0.725987007450323
Mir675    Mir675    5.07    5.27    1.05e-37    7.51e-34    1    0.0558064176628967    0
Mir676    Mir676    1.28    0.69    0    0    1    -0.890512859953388    0
Mir6769b    Mir6769b    7.9    16.51    0    0    1    1.06332033423796    0
Mir677    Mir677    2.58    5.27    4.856397362    2.476550295    0.29339    1.03014655063556    -0.971269166789046
Mir678    Mir678    2.02    0.78    1.06e-11    7.75e-05    0.373901    -1.37167486823776    0.107687854021806
Mir679    Mir679    2.43    3.22    0.335777247    0.371691949    0.574529    0.405958767354086    0.14618898207546
Mir680-1    Mir680-1    2.66    2.05    2.403997399    1.402932517    0.604829    -0.375641018542368    -0.776561742618316
Mir680-2    Mir680-2    1.67    1.47    6.48712763    3.014218201    0.212224    -0.183914486806358    -1.10553979074707
Mir680-3    Mir680-3    2.64    5.18    0.571207317    0    0.373901    0.972146282082988    -9.16039413576179
Mir681    Mir681    2.43    1.66    0    0    1    -0.549497820066353    0
Mir682    Mir682    1.18    0.1    4.30968378    3.053197041    0.383097    -3.54758176664536    -0.497123593865122
Mir683-1    Mir683-1    1.07    2.25    0.194852622    0.175209129    0.610417    1.0716075767039    -0.152479773676615
Mir683-2    Mir683-2    1.32    1.27    0.194852622    0.175209129    0.610417    -0.0556664362418688    -0.152479773676615
Mir684-1    Mir684-1    0.91    0.72    4.61e-20    1.76e-21    1    -0.337451794561228    0
Mir684-2    Mir684-2    1.55    1.07    2.12e-21    4.08e-23    1    -0.534240206285835    0
Mir686    Mir686    9.22    10.65    2.202272322    0.003238348    0.212639    0.207993766616145    -9.02193005761594
Mir687    Mir687    2.16    0.49    0.377919066    0    0.116119    -2.13790414254481    -8.5657459232651
Mir688    Mir688    39.36    55.86    0.448464529    0.205440861    0.510583    0.505074526316623    -1.12247871234167
Mir6896    Mir6896    3.16    4.4    0.22640987    0    0.373901    0.477450336490048    -7.82915106093998
Mir6897    Mir6897    2.54    1.66    0    0    1    -0.613344302090979    0
Mir6898    Mir6898    2.91    2.25    1.540141048    0.322454823    0.782806    -0.37094878266861    -2.25236277604437
Mir6899    Mir6899    3.96    2.64    0    0    1    -0.584780399737527    0
Mir690    Mir690    1.09    0.98    5.708863316    2.984496989    0.108253    -0.153326060104368    -0.935485096745585
Mir6900    Mir6900    1.92    1.37    0.275465614    0    0.373901    -0.486628947886301    -8.11095624312212
Mir6901    Mir6901    2.49    3.13    0    0    1    0.329898486897833    0
Mir6902    Mir6902    2.6    1.56    0    0    1    -0.736595861965082    0
Mir6903    Mir6903    1.69    0.88    0.570031389    0    0.117075    -0.940662735489569    -9.15742624098454
Mir6904    Mir6904    3.94    1.47    0    0    1    -1.421764502883    0
Mir6905    Mir6905    2.87    1.17    0.177482521    0.220115499    0.982159    -1.29381225470597    0.309017357438522
Mir6906    Mir6906    2.99    1.76    0    0    1    -0.764233001288144    0
Mir6907    Mir6907    3.07    7.13    0.59090767    2.040921106    0.243976    1.21539589168772    1.78648306907038
Mir6908    Mir6908    2.21    3.52    0    0    1    0.671286202046905    0
Mir6909    Mir6909    3.96    3.42    0.799738748    0.45387135    0.631984    -0.21144659713672    -0.815873050785001
Mir691    Mir691    1.92    0    0    0    1    -10.9076418036655    0
Mir6910    Mir6910    6.64    9.08    5.948878892    3.241166105    0.142527    0.451450677324154    -0.875902297149455
Mir6911    Mir6911    2.49    1.37    0    0    1    -0.861496450461611    0
Mir6912    Mir6912    3.34    2.25    0.960995711    1.100582591    0.585726    -0.569713925880815    0.195475297998614
Mir6913    Mir6913    3.46    3.22    0.751269949    0.3665786    0.948458    -0.103680280782633    -1.03319768299997
Mir6914    Mir6914    2.33    2.05    0.495853187    0    0.373901    -0.184621512649014    -8.95667580881212
Mir6915    Mir6915    3.44    3.22    0.247926084    1.341612074    0.0866632    -0.0953192313541664    2.43125320384557
Mir6916    Mir6916    2.33    0.98    1.002627011    0.48914612    0.147807    -1.24862396290963    -1.03393939643243
Mir6917    Mir6917    7.42    7.23    0.280441398    0.208718988    0.976269    -0.0374184307786254    -0.424377064967876
Mir6918    Mir6918    2.31    1.17    0    0    1    -0.980776183966416    0
Mir6919    Mir6919    5.75    4.88    0    0.248518124    0.373901    -0.236636085995623    7.96300080074919
Mir692-1    Mir692-1    1.61    0.49    0.204746921    0.632658193    0.498843    -1.71416156439188    1.62283399278131
Mir692-2    Mir692-2    1.18    0.88    0.975226065    0.65315082    0.409094    -0.422795040476743    -0.577591972246312
Mir692-3    Mir692-3    1.65    0.39    0.975226065    0.65315082    0.409094    -2.07809960760591    -0.577591972246312
Mir6920    Mir6920    2.43    3.03    0.699930624    0.991809292    0.551355    0.3182439587556    0.502244960450786
Mir6921    Mir6921    10.64    13.38    1.727198106    1.45163263    0.477868    0.330552200584826    -0.250598713016683
Mir6922    Mir6922    2.99    3.32    0.706630558    0.65020132    0.989869    0.150989812383356    -0.11989272608484
Mir6923    Mir6923    2.56    1.95    0.712788383    0.176831379    0.895028    -0.392493474988442    -2.00498650605697
Mir6924    Mir6924    48.69    86.24    0    0    1    0.824718776316877    0
Mir6925    Mir6925    2.27    1.37    0.413595322    1.20599828    0.838355    -0.728099134927662    1.54164787691849
Mir6926    Mir6926    22.42    26.08    0.799679646    0.226589215    0.477932    0.218148561287017    -1.81479293923852
Mir6927    Mir6927    13.69    10.65    0.648713578    0    3.59e-07    -0.362238937461675    -9.34366004534935
Mir6928    Mir6928    1.18    0.1    0.244385054    0    0.373901    -3.54758176664536    -7.93890356926969
Mir6929    Mir6929    1.61    1.07    0    0    1    -0.588998013956313    0
Mir693    Mir693    1.71    1.07    0    0.286110102    0.373901    -0.675881279739157    8.16546028259395
Mir6930    Mir6930    3.51    4.49    0.494630385    0    0.116119    0.355154725898818    -8.95312082548787
Mir6931    Mir6931    6.17    8.69    0.454525549    0.543744212    0.422237    0.494017890745469    0.25804699000351
Mir6932    Mir6932    1.86    0.98    0    0    1    -0.923753013839913    0
Mir6933    Mir6933    2.23    4.88    0    0.149346875    0.373901    1.12948623814954    7.23215107119607
Mir6934    Mir6934    2.7    4    0    0    1    0.566866988836635    0
Mir6935    Mir6935    12.66    39.75    10.10420333    6.537708818    0.204744    1.65059979693526    -0.628020667250248
Mir6936    Mir6936    14.09    21.49    0    0.285334642    0.373901    0.608958615094009    8.16155841413999
Mir6937    Mir6937    2.7    1.95    0    0    1    -0.469279861899941    0
Mir6938    Mir6938    1.2    0.59    0    0    1    -1.0230061155281    0
Mir6939    Mir6939    4.91    4.2    1.1250213    0.509275472    0.512753    -0.225284036708792    -1.14188591711341
Mir694    Mir694    3.16    0.98    0    0.181883588    0.373901    -1.68805599368526    7.51478180300574
Mir6940    Mir6940    2.06    1.66    0    0    1    -0.31129243157688    0
Mir6941    Mir6941    2.41    1.95    0    0    1    -0.3054178729935    0
Mir6942    Mir6942    1.81    0.69    0    0.252592091    0.373901    -1.39002893056191    7.98636594135217
Mir6943    Mir6943    2.83    4.4    0.626901854    0    0.11647    0.636519622488799    -9.2943952619281
Mir6944    Mir6944    3.55    6.25    0.356394701    0    0.373901    0.815861642157856    -8.48137443384161
Mir6945    Mir6945    6.77    10.35    5.361573392    3.941661255    0.796117    0.612329327452842    -0.443755724917084
Mir6946    Mir6946    2.16    2.93    0.247926084    0.223305992    0.991558    0.439693895830034    -0.150249252279271
Mir6947    Mir6947    1.9    1.17    0    0    1    -0.699017456147337    0
Mir6948    Mir6948    4.85    11.82    2.154898445    0.800934037    0.88084    1.28499800112529    -1.42673374265771
Mir6949    Mir6949    3.3    0.98    0    0.711594113    0.373901    -1.7505780970033    9.47693675466498
Mir695    Mir695    30.66    44.83    0    0.252341417    0.116281    0.548091929631776    7.98493914213512
Mir6950    Mir6950    15.67    30.57    0.703024312    0    0.373901    0.964066500415949    -9.45948143993873
Mir6951    Mir6951    2.41    1.95    0.220372288    0.322589331    0.969834    -0.3054178729935    0.547689408902029
Mir6952    Mir6952    3.36    1.47    0    0    1    -1.19209329605317    0
Mir6953    Mir6953    6.64    16.11    0.50314516    0.226589215    0.939125    1.27857364035491    -1.14740700015306
Mir6954    Mir6954    3.16    4.98    0    0.256801586    0.373901    0.656054375768089    8.01011732898746
Mir6955    Mir6955    3.32    1.27    1.79613049    2.174976847    0.472255    -1.38565369249775    0.275968038969511
Mir6956    Mir6956    2.8    2.83    0    0    1    0.0153697658312408    0
Mir6957    Mir6957    3.03    2.44    0    0    1    -0.312321557003175    0
Mir6958    Mir6958    2.43    0.98    0.404530286    0    0.116364    -1.30922485180949    -8.66366585225772
Mir6959    Mir6959    2.23    1.85    1.056343667    0    0.119314    -0.269385618373566    -10.0462286548474
Mir6960    Mir6960    2.74    1.66    0.280441398    0    0.373901    -0.722650254863399    -8.13669074399434
Mir6961    Mir6961    2.47    1.27    0    0    1    -0.959130980323826    0
Mir6962    Mir6962    3.18    1.85    0.26234801    0    0.373901    -0.781175476668939    -8.04082674752375
Mir6963    Mir6963    3.61    3.42    0.963770451    1.793421984    0.166279    -0.07798031618074    0.895261574385502
Mir6964    Mir6964    2.43    0.39    0    0.205035298    0.373901    -2.63630938072138    7.68674771110132
Mir6965    Mir6965    1.69    1.85    0.801886803    0.198935556    0.896729    0.130428235460591    -2.00566154022497
Mir6966    Mir6966    3.38    1.76    0    0.176831379    0.373901    -0.941055107062169    7.47436610524384
Mir6968    Mir6968    4.16    2.05    0.243058314    0    0.373901    -1.02060279656491    -7.93108208865759
Mir6969    Mir6969    1.83    2.44    0    0.198312946    0.373901    0.414840503983817    7.6388916105559
Mir697    Mir697    1.94    1.17    1.832254087    3.662223574    0.140841    -0.729059042212449    0.998706998670234
Mir6970    Mir6970    1.36    0.39    2.001068983    2.381216605    0.896214    -1.79942655419664    0.250812913074332
Mir6971    Mir6971    2.43    0.49    0.271538383    0    0.373901    -2.30775496371404    -8.09031561623016
Mir6972    Mir6972    2.45    2.05    0    0.240751295    0.373901    -0.257042992386988    7.91737980764674
Mir6973a    Mir6973a    13.82    20.12    0    0    1    0.541840004110555    0
Mir6973b    Mir6973b    7.48    10.26    0.886327368    0.628659632    0.377782    0.455868301642002    -0.494894288540723
Mir6974    Mir6974    2.58    1.85    1.002634144    0.185639627    0.456898    -0.479625246223396    -2.42690622338785
Mir6975    Mir6975    7.4    32.43    0.822341217    0.605344881    0.953652    2.1315813880696    -0.441351837017082
Mir6976    Mir6976    39.59    61.82    0.271538383    0    0.373901    0.642924483231915    -8.09031561623016
Mir6977    Mir6977    2.78    2.15    0.267295261    0.240751295    0.991653    -0.370596219923626    -0.150297954086907
Mir6978    Mir6978    2.64    1.47    0    0    1    -0.844287054912263    0
Mir6979    Mir6979    1.92    2.73    0.60062181    1.88041311    0.256742    0.507571795099759    1.64488788875217
Mir698    Mir698    2.16    2.15    0.308577044    0.233612172    0.558443    -0.00669154743644662    -0.400020631295506
Mir6980    Mir6980    1.73    2.25    0.57008234    0.26115374    0.510862    0.378960332087517    -1.12328564364225
Mir6981    Mir6981    2.52    2.15    1.278907826    0.24469585    0.206183    -0.228988593435479    -2.38109452192011
Mir6982    Mir6982    2.14    0.29    0    0    1    -2.87919373747723    0
Mir6983    Mir6983    2.21    0.59    0.258248567    0    0.373901    -1.90346898963869    -8.01819220431869
Mir6984    Mir6984    2.08    1.47    0.258248567    0.240751295    0.994386    -0.500479718480505    -0.10081239667195
Mir6985    Mir6985    5.36    4.2    0.280441398    0.198312946    0.972057    -0.351769349276129    -0.497799133438448
Mir6986    Mir6986    2.89    5.86    1.721686328    1.214111568    0.395166    1.01957822852165    -0.503571251183003
Mir6987    Mir6987    1.26    1.56    0    0    1    0.307902261649689    0
Mir6988    Mir6988    2.41    2.83    2.63190622    0.953897347    0.283664    0.231680098303221    -1.46323858119864
Mir6989    Mir6989    3.28    2.44    0.771735572    0    0.116994    -0.426663298737266    -9.59383100207612
Mir6990    Mir6990    7.46    6.35    0.933578461    0.575100921    0.527721    -0.232385238209317    -0.697994223923831
Mir6991    Mir6991    21.69    33.99    0.960995711    0.938582776    0.488503    0.648056240174918    -0.0340101950711166
Mir6992    Mir6992    3.42    40.92    5.540014793    3.29082204    0.427383    3.58035139191105    -0.751263874672729
Mir6993    Mir6993    2.76    3.22    0.526367182    0    0.373901    0.222317772794746    -9.04266398502157
Mir6994    Mir6994    2.02    1.85    0.234341777    0.725602325    0.118531    -0.126764426509161    1.62640853695929
Mir6995    Mir6995    2.23    1.95    0    0    1    -0.193476735635114    0
Mir6996    Mir6996    1.96    1.17    0    0    1    -0.743848459690934    0
Mir6997    Mir6997    2.33    1.85    0    0.217015697    0.373901    -0.332644109258292    7.76828820169797
Mir6998    Mir6998    3.18    3.71    0.258248567    0.240751295    0.994386    0.222327629158013    -0.10081239667195
Mir6999    Mir6999    9.86    9.28    1.44283661    0.198312946    0.0768274    -0.0874536973344777    -2.85680016475245
Mir7-1    Mir7-1    1.51    2.83    5.889459905    7.353592624    0.483273    0.905808088740918    0.320265153144636
Mir7-2    Mir7-2    2.41    4    0    0    1    0.730728977743076    0
Mir700    Mir700    2.56    1.17    0    0    1    -1.12896617709625    0
Mir7000    Mir7000    9.86    13.67    0    0.192017556    0.373901    0.47131291414293    7.59258826422272
Mir7001    Mir7001    5.36    12.6    5.115376553    2.799680716    0.231217    1.23296418857502    -0.869344924753567
Mir7002    Mir7002    1.98    2.44    0    0    1    0.301243414891667    0
Mir7003    Mir7003    1.92    0.98    0    0    1    -0.969532477446288    0
Mir7004    Mir7004    2.62    1.47    1.336481402    0    0.373901    -0.833320107073588    -10.3853031152944
Mir7005    Mir7005    3.75    1.95    3.870960904    2.72201549    0.508699    -0.943061485052443    -0.507859196249384
Mir7006    Mir7006    3.65    1.17    0.974923421    0.407825737    0.865742    -1.64055059293367    -1.25528192468095
Mir7007    Mir7007    2.97    3.91    0    0    1    0.396588930897531    0
Mir7008    Mir7008    1.53    4.98    0    0    1    1.7019611281728    0
Mir7009    Mir7009    99.79    176.09    0    1.384772894    0.000141771    0.819339562950778    10.4364751268801
Mir701    Mir701    1.16    4.1    0.156944549    0.116806086    0.974011    1.82060777146165    -0.423004075086295
Mir7010    Mir7010    3.07    1.76    0.271538383    0    0.373901    -0.802313603144666    -8.09031561623016
Mir7011    Mir7011    21.94    31.15    0    0    1    0.505649196327919    0
Mir7012    Mir7012    2.31    3.03    0.267295261    0.240751295    0.991653    0.391276592316698    -0.150297954086907
Mir7013    Mir7013    2.47    2.73    0    0    1    0.144334303436502    0
Mir7014    Mir7014    10.8    11.33    0    0.935812112    0.119423    0.0691103005329898    9.87161591827117
Mir7015    Mir7015    1.28    0.98    0    0.198935556    0.373901    -0.384945434122408    7.64339124966813
Mir7016    Mir7016    1.75    1.27    1.401451908    0    0.116119    -0.462215053428599    -10.4537355843521
Mir7017    Mir7017    6.35    5.27    0.551836101    0.205353227    0.924658    -0.268907077999213    -1.42173582915936
Mir7018    Mir7018    2.64    3.03    1.023138489    0.181271168    0.873692    0.198709550617236    -2.49025254049556
Mir7019    Mir7019    4.27    3.52    0.983314897    0.398626192    0.882786    -0.278588670779011    -1.30046878677909
Mir702    Mir702    2.78    1.95    0.454897485    0.141358923    0.907377    -0.511389966737661    -1.67917652700722
Mir7020    Mir7020    4.66    7.91    0    0.181883588    0.373901    0.763220559046772    7.51478180300574
Mir7021    Mir7021    3.2    4.4    0    0    1    0.459308694848965    0
Mir7022    Mir7022    2.12    2.83    0.280441398    0.208718988    0.976269    0.416567128375192    -0.424377064967876
Mir7023    Mir7023    3.03    2.44    0.258248567    0    0.373901    -0.312321557003175    -8.01819220431869
Mir7024    Mir7024    3.57    1.37    1.000122305    1.224090649    0.969936    -1.38109956280684    0.291270267582867
Mir7025    Mir7025    2.02    1.27    0    0    1    -0.669105291374777    0
Mir7026    Mir7026    2.74    3.03    0.493370899    1.953792416    0.471514    0.145091523958554    1.98334968546216
Mir7027    Mir7027    2.37    1.56    0.755253226    0.689694755    0.997378    -0.603025125504099    -0.130821123339498
Mir7028    Mir7028    2.43    3.03    0    0    1    0.3182439587556    0
Mir7029    Mir7029    1.73    2.25    0    0.626157983    0.373901    0.378960332087517    9.29268509784383
Mir703    Mir703    2.8    0.59    148.3526353    189.7204214    0.40157    -2.24471194789697    0.354842302831777
Mir7030    Mir7030    1.98    2.83    0.550931228    0    0.373901    0.515082869016261    -9.10834470459621
Mir7031    Mir7031    3.55    5.18    1.473133558    0.669970965    0.335855    0.545005223229109    -1.13554499700449
Mir7032    Mir7032    4.74    7.42    0    0    1    0.646422213974894    0
Mir7033    Mir7033    2.97    2.64    0.84478676    0.818958133    0.595958    -0.169864303668322    -0.0447437287910278
Mir7034    Mir7034    4.16    4.1    2.076194857    1.165757917    0.410422    -0.0209545447175428    -0.832131301825092
Mir7035    Mir7035    1.9    1.37    0.966168162    0.34317112    0.867756    -0.471529960869326    -1.49064071020653
Mir7036    Mir7036    2.54    1.95    3.122573709    3.187269086    0.441279    -0.381182597444328    0.0295758216405799
Mir7036b    Mir7036b    66.54    86.82    1.002627011    0.24457255    0.106095    0.383800491898333    -2.03100199322234
Mir7037    Mir7037    2.85    0.88    1.081956265    0.660204856    0.911337    -1.69425411501754    -0.7118057559574
Mir7038    Mir7038    3.67    6.25    0.473730667    0    0.116119    0.76791388807928    -8.89096543882533
Mir7039    Mir7039    2.64    3.52    0.639743309    0.292105906    0.884248    0.414900925696038    -1.12832446995507
Mir704    Mir704    1.67    0.88    4.11881362    2.263830707    0.0697906    -0.923497809140774    -0.863175856670908
Mir7040    Mir7040    2.1    1.07    0    0    1    -0.97211768192279    0
Mir7041    Mir7041    5.16    8.5    0    0.244843605    0.373901    0.71998192947345    7.94159701735635
Mir7042    Mir7042    2.04    1.37    0    0    1    -0.574047611253493    0
Mir7043    Mir7043    2.41    5.96    0    0    1    1.3059227223683    0
Mir7044    Mir7044    3.18    0.78    0.696705484    0    0.11702    -2.02608591839753    -9.44647436311663
Mir7045    Mir7045    30.29    38.97    2.719731908    1.703882336    0.3506    0.363511744925856    -0.674322631373738
Mir7046    Mir7046    3.14    3.61    3.336138049    1.869506738    0.720785    0.201174477296675    -0.835182205595673
Mir7047    Mir7047    2.97    1.37    0    0.397871112    0.373901    -1.11572003405619    8.63977883066407
Mir7048    Mir7048    2.37    4.69    0    0    1    0.984399838013974    0
Mir7049    Mir7049    2.89    8.98    0    0    1    1.63530748367024    0
Mir705    Mir705    3.01    2.83    1.35e-14    1.28e-32    0.999925    -0.0889309588189302    -1.94759763871843e-11
Mir7050    Mir7050    3.71    15.33    0.570231114    0    0.373901    2.04657189704485    -9.1579307524593
Mir7051    Mir7051    2.52    1.47    0.460751647    0.33142713    0.551416    -0.77719887160371    -0.47407897914285
Mir7052    Mir7052    2.72    4.4    1.608323447    0.959844239    0.351229    0.693694415144868    -0.744079830726334
Mir7053    Mir7053    2.58    0.69    0.234341777    0.174409213    0.975612    -1.90117252570571    -0.424032920877116
Mir7054    Mir7054    2.02    1.47    1.402685919    1.092617057    0.21153    -0.458272075124905    -0.360112512531648
Mir7055    Mir7055    2.12    3.91    0    0    1    0.88279291520239    0
Mir7056    Mir7056    3.42    1.56    0    0    1    -1.13194756678999    0
Mir7057    Mir7057    2.66    2.83    0.284964745    0    0.373901    0.0893432388835271    -8.15969348590847
Mir7058    Mir7058    3.2    1.37    0.220372288    0.205440861    0.99425    -1.22329410576636    -0.100746080061305
Mir7059    Mir7059    2.8    1.47    0.860030001    0    0.117158    -0.929144736819676    -9.74991969631655
Mir706    Mir706    1.4    1.66    0    0    1    0.245595117531558    0
Mir7060    Mir7060    2.8    1.47    2.910144537    1.928648557    0.406018    -0.929144736819676    -0.593248354110639
Mir7061    Mir7061    1.51    0.29    0.746203475    0.906357878    0.599714    -2.37641260225655    0.280170522880232
Mir7062    Mir7062    2.74    1.47    0.760042532    0    0.116998    -0.897905081570945    -9.57183327292645
Mir7063    Mir7063    2.12    2.34    1.68339939    1.067602612    0.997126    0.142380313581458    -0.656508809475335
Mir7064    Mir7064    1.92    1.85    0.185706881    0.941406429    0.098474    -0.053552623794953    2.33557428268428
Mir7065    Mir7065    1.18    0.39    0.280441398    0    0.373901    -1.5947684520898    -8.13669074399434
Mir7066    Mir7066    1.96    0.78    0    0    1    -1.32819508205017    0
Mir7067    Mir7067    7.11    16.8    15.571492    10.91429921    0.627107    1.24042274376896    -0.512648153270858
Mir7068    Mir7068    2.7    3.81    1.1402248    3.044008706    0.311009    0.496675968303201    1.41586334931997
Mir7069    Mir7069    4.5    3.03    6.242055768    8.687536712    0.418017    -0.570451712601223    0.476860871503573
Mir707    Mir707    92.59    163.1    0    1.76e-12    0.986151    0.816821754442691    2.53914400616395e-09
Mir7070    Mir7070    2.29    1.47    0.433387385    0.319827838    0.614132    -0.639180212049845    -0.437182877758455
Mir7071    Mir7071    34.71    66.31    1.231240981    0.669916958    0.546919    0.933855282836097    -0.87707830708084
Mir7072    Mir7072    3.07    4.1    0.560581171    0    0.116119    0.417267231351342    -9.13335075476137
Mir7073    Mir7073    1.3    1.95    0.516498154    0    0.373901    0.584592815891231    -9.01540990606824
Mir7074    Mir7074    2.89    3.61    0.533886393    1.222862752    0.651137    0.32082981147159    1.1941373700512
Mir7075    Mir7075    40.42    52.06    2.160787253    1.02176997    0.631978    0.365098009755887    -1.07974284404903
Mir7076    Mir7076    3.2    1.56    0.454525549    0    0.116119    -1.03605213956767    -8.83138816231339
Mir7077    Mir7077    3.77    5.47    0.300121371    0    0.373901    0.536857405240916    -8.23420129153245
Mir7078    Mir7078    3.69    3.52    0.84061293    0.964922942    0.970097    -0.0680265103824773    0.198751230978823
Mir7079    Mir7079    4.97    12.4    11.77220663    9.291559948    0.575478    1.31884845390212    -0.341359320735823
Mir708    Mir708    1.81    1.07    0.156944549    0.116806086    0.974011    -0.757828066199912    -0.423004075086295
Mir7080    Mir7080    2.56    6.44    0.765981272    0    0.373901    1.33057743898246    -9.58304754048521
Mir7081    Mir7081    2.66    0.29    0.676556771    0.375199352    0.915467    -3.19287745211394    -0.848844467959169
Mir7082    Mir7082    3.92    3.71    4.135056501    5.4088897    0.191495    -0.0794136408190635    0.387343285977757
Mir7083    Mir7083    2.37    5.96    1.121162342    0.770404757    0.543868    1.33005871048882    -0.540721456427021
Mir7084    Mir7084    2.56    0.69    0    0    1    -1.88994963720921    0
Mir7085    Mir7085    2.76    1.37    0    0    1    -1.00996231680884    0
Mir7086    Mir7086    2.49    1.37    0    0    1    -0.861496450461611    0
Mir7087    Mir7087    3.16    8.6    4.304435923    3.8327616    0.908367    1.44412337005718    -0.167398690358593
Mir7088    Mir7088    3.75    3.42    0.590021139    0    0.117277    -0.13285715889357    -9.20706592184431
Mir7089    Mir7089    2.18    0.39    0.685848025    0    0.118305    -2.4797492573334    -9.42384710710987
Mir709    Mir709    2.25    1.66    0.187817233    0.274933695    0.969104    -0.43851398349178    0.54733119597089
Mir7090    Mir7090    2.93    2.44    0    0    1    -0.263920672908388    0
Mir7091    Mir7091    6.95    4.88    1.308645342    1.834246235    0.38322    -0.510043793192294    0.486797466277552
Mir7092    Mir7092    2.04    1.37    0    0    1    -0.574047611253493    0
Mir7093    Mir7093    14.89    18.95    0.538398531    0.15255571    0.475612    0.34783333718798    -1.81258943232086
Mir7094-1    Mir7094-1    2.35    0.98    0    0    1    -1.26094949743378    0
Mir7094-2    Mir7094-2    2.18    0.49    0    0    1    -2.15119484032606    0
Mir710    Mir710    1.83    0.88    0    0.115744287    0.373901    -1.05541786687692    6.8672081416931
Mir711    Mir711    2.72    1.27    0    0    1    -1.09817292624472    0
Mir7115    Mir7115    2.39    0.98    2.030742302    0.387953172    0.20989    -1.28528908849239    -2.38504905051948
Mir7116    Mir7116    2.04    1.47    0    0    1    -0.472478935777889    0
Mir7117    Mir7117    3.96    4.69    0.771735572    0.628797197    0.972059    0.244030799591362    -0.295087475728671
Mir7118    Mir7118    1.63    0.29    0    0    1    -2.4866657238036    0
Mir7119    Mir7119    0.87    0.59    0    0    1    -0.559514588421332    0
Mir713    Mir713    2.43    7.23    1.087337611    0.260555586    0.779414    1.57264528289393    -2.0569366746555
Mir717    Mir717    1.49    1.37    0    0    1    -0.121051686504216    0
Mir718    Mir718    30.13    56.94    0    0    1    0.918219275485313    0
Mir719    Mir719    1.98    1.07    0.003366823    0.000967513    0.728482    -0.887270400139231    -1.15021088756857
Mir721    Mir721    2.93    1.85    0.187817233    0.144680868    0.977754    -0.663088072818967    -0.374179019459035
Mir7210    Mir7210    3.32    3.81    0    0    1    0.19855188530946    0
Mir7211    Mir7211    4.79    7.42    0.993436638    0.436590107    0.315747    0.6312867935689    -1.18429932836871
Mir7212    Mir7212    59.78    81.84    0.822341217    0.396625893    0.520601    0.453136742993405    -1.05007874333745
Mir7213    Mir7213    2.39    1.47    0    0    1    -0.700816883456798    0
Mir7214    Mir7214    3.3    2.83    0    0    1    -0.221591389316789    0
Mir7215    Mir7215    2.27    2.44    0    0    1    0.104144589074266    0
Mir7216    Mir7216    1.67    1.56    0    0    1    -0.0982411960832791    0
Mir7217    Mir7217    2.16    0.59    0.266579922    0    0.373901    -1.87046903668197    -8.06382605643512
Mir7218    Mir7218    2.45    1.27    0.289947661    0    0.373901    -0.947406453861881    -8.18461583772935
Mir7219    Mir7219    1.47    2.05    0    0    1    0.479530245225022    0
Mir7220    Mir7220    2.25    2.93    0    0    1    0.380826911235386    0
Mir7221    Mir7221    2.72    0.69    0.229554509    0    0.373901    -1.97737934086142    -7.8489640708719
Mir7222    Mir7222    3.3    1.76    0    0.169758491    0.373901    -0.906508229391327    7.41581350837221
Mir7223    Mir7223    2.27    1.47    0    0.223305992    0.373901    -0.626530459452058    7.80932435015976
Mir7224    Mir7224    7.5    4.59    0.414125203    0    0.373901    -0.708274510074208    -8.69740271299388
Mir7225    Mir7225    1.96    1.37    0.103503023    1.34e-07    0.373931    -0.516360964412923    -6.7072075579066
Mir7226    Mir7226    2.7    2.73    0.285115557    0.8170526    0.500896    0.0159356742563193    1.51559566641417
Mir7227    Mir7227    2.25    1.56    0    0    1    -0.528095519476247    0
Mir7228    Mir7228    9.82    21.19    0    0    1    1.10950983374343    0
Mir7229    Mir7229    2.76    2.05    0    0    1    -0.428863396108217    0
Mir7230    Mir7230    1.49    0.88    0    0    1    -0.759066333363029    0
Mir7231    Mir7231    3.2    1.95    0.81284922    0    0.373901    -0.714308898936555    -9.66861772418317
Mir7232    Mir7232    2.33    1.66    0.462349441    0    0.373901    -0.48889693116649    -8.85595682094775
Mir7233    Mir7233    2.54    0.1    0    0    1    -4.65296917730156    0
Mir7234    Mir7234    3.67    0.88    0    0    1    -2.05895919017913    0
Mir7235    Mir7235    4.74    4.2    0.305480299    0    0.373901    -0.174458607239878    -8.25965052813286
Mir7236    Mir7236    12.39    34.87    0    0    1    1.49273511399528    0
Mir7237    Mir7237    9.51    15.63    0.52469602    0    0.373901    0.716741137158994    -9.03808500220401
Mir7238    Mir7238    61.18    123.35    0    0    1    1.01161381856678    0
Mir7239    Mir7239    2.52    0.19    0    0    1    -3.72235157482279    0
Mir7240    Mir7240    20.81    41.9    0.284964745    0    0.373901    1.0096383849605    -8.15969348590847
Mir7241    Mir7241    1.63    0.88    0    0    1    -0.88854285779147    0
Mir7242    Mir7242    2.06    0.29    0.209214223    0    0.373901    -2.82425344663097    -7.71571647447626
